Time Bucket (America/Edmonton),Jasper Ave -Circuit_1 (kWatts),Jasper Ave -Circuit_2 (kWatts),Jasper Ave -Circuit_3 (kWatts),Jasper Ave -Circuit_4 (kWatts),Jasper Ave -Circuit_5 (kWatts),Jasper Ave -Circuit_10 (kWatts),Jasper Ave -Circuit_11 (kWatts)
01/29/2023 09:10:00,0.0070,0.0000,0.0000,0.1207,0.2246,0.0000,0.0000
01/29/2023 09:11:00,0.0070,0.0000,0.0000,0.1206,0.2191,0.0000,0.0000
01/29/2023 09:12:00,0.0072,0.0000,0.0000,0.1208,0.2221,0.0000,0.0000
01/29/2023 09:13:00,0.0071,0.0000,0.0000,0.1206,0.2200,0.0000,0.0000
01/29/2023 09:14:00,0.0072,0.0000,0.0000,0.1205,0.2181,0.0000,0.0000
01/29/2023 09:15:00,0.0071,0.0000,0.0000,0.0795,0.2173,0.0000,0.0000
01/29/2023 09:16:00,0.0068,0.0000,0.0000,0.0000,0.2176,0.0000,0.0000
01/29/2023 09:17:00,0.0069,0.0000,0.0001,0.0000,0.2162,0.0000,0.0000
01/29/2023 09:18:00,0.0068,0.0000,0.0000,0.0000,0.2132,0.0000,0.0000
01/29/2023 09:19:00,0.0069,0.0000,0.0001,0.0000,0.2119,0.0000,0.0000
01/29/2023 09:20:00,0.0066,0.0000,0.0000,0.0000,0.2113,0.0000,0.0000
01/29/2023 09:21:00,0.0068,0.0000,0.0001,0.0000,0.2107,0.0000,0.0000
01/29/2023 09:22:00,0.0070,0.0000,0.0001,0.0000,0.2017,0.0000,0.0000
01/29/2023 09:23:00,0.0069,0.0000,0.0000,0.0000,0.1184,0.0000,0.0000
01/29/2023 09:24:00,0.0072,0.0000,0.0000,0.0000,0.1227,0.0000,0.0000
01/29/2023 09:25:00,0.0070,0.0000,0.0000,0.0000,0.1163,0.0000,0.0000
01/29/2023 09:26:00,0.0069,0.0000,0.0000,0.0002,0.1159,0.0000,0.0000
01/29/2023 09:27:00,0.0069,0.0000,0.0000,0.0000,0.1159,0.0000,0.0000
01/29/2023 09:28:00,0.0070,0.0000,0.0000,0.0000,0.1167,0.0000,0.0000
01/29/2023 09:29:00,0.0071,0.0000,0.0000,0.0000,0.1165,0.0000,0.0000
01/29/2023 09:30:00,0.0070,0.0000,0.0001,0.0001,0.1159,0.0000,0.0000
01/29/2023 09:31:00,0.0070,0.0000,0.0001,0.0001,0.1176,0.0000,0.0000
01/29/2023 09:32:00,0.0069,0.0000,0.0000,0.0000,0.1217,0.0000,0.0000
01/29/2023 09:33:00,0.0069,0.0000,0.0000,0.0000,0.1164,0.0000,0.0000
01/29/2023 09:34:00,0.0070,0.0000,0.0000,0.0000,0.1197,0.0000,0.0000
01/29/2023 09:35:00,0.0071,0.0000,0.0001,0.0000,0.1265,0.0000,0.0000
01/29/2023 09:36:00,0.0069,0.0000,0.0000,0.0000,0.1239,0.0000,0.0000
01/29/2023 09:37:00,0.0069,0.0000,0.0000,0.0000,0.1223,0.0000,0.0000
01/29/2023 09:38:00,0.0070,0.0000,0.0001,0.0000,0.1248,0.0000,0.0000
01/29/2023 09:39:00,0.0070,0.0000,0.0000,0.0001,0.1264,0.0000,0.0000
01/29/2023 09:40:00,0.0070,0.0000,0.0000,0.0000,0.1554,0.0000,0.0000
01/29/2023 09:41:00,0.0068,0.0000,0.0000,0.0000,0.2351,0.0000,0.0000
01/29/2023 09:42:00,0.0070,0.0000,0.0001,0.0000,0.2337,0.0000,0.0000
01/29/2023 09:43:00,0.0068,0.0000,0.0000,0.0000,0.2286,0.0000,0.0000
01/29/2023 09:44:00,0.0067,0.0000,0.0001,0.0000,0.2249,0.0000,0.0000
01/29/2023 09:45:00,0.0068,0.0000,0.0000,0.0000,0.2236,0.0000,0.0000
01/29/2023 09:46:00,0.0068,0.0000,0.0000,0.0000,0.2226,0.0000,0.0000
01/29/2023 09:47:00,0.0067,0.0000,0.0000,0.0000,0.2219,0.0000,0.0000
01/29/2023 09:48:00,0.0068,0.0000,0.0000,0.0000,0.2280,0.0000,0.0000
01/29/2023 09:49:00,0.0068,0.0000,0.0000,0.0000,0.2273,0.0000,0.0000
01/29/2023 09:50:00,0.0067,0.0000,0.0000,0.0000,0.2248,0.0000,0.0000
01/29/2023 09:51:00,0.0070,0.0000,0.0000,0.0000,0.2240,0.0000,0.0000
01/29/2023 09:52:00,0.0070,0.0000,0.0001,0.0000,0.2212,0.0000,0.0000
01/29/2023 09:53:00,0.0068,0.0000,0.0000,0.0000,0.2206,0.0000,0.0000
01/29/2023 09:54:00,0.0068,0.0000,0.0000,0.0000,0.1554,0.0000,0.0000
01/29/2023 09:55:00,0.0070,0.0000,0.0000,0.0000,0.1221,0.0000,0.0000
01/29/2023 09:56:00,0.0067,0.0000,0.0000,0.0000,0.1241,0.0000,0.0000
01/29/2023 09:57:00,0.0070,0.0000,0.0000,0.0000,0.1278,0.0000,0.0000
01/29/2023 09:58:00,0.0070,0.0000,0.0000,0.0000,0.1289,0.0000,0.0000
01/29/2023 09:59:00,0.0070,0.0000,0.0001,0.0000,0.1296,0.0000,0.0000
01/29/2023 10:00:00,0.0070,0.0000,0.0001,0.0000,0.1297,0.0000,0.0000
01/29/2023 10:01:00,0.0070,0.0000,0.0000,0.0000,0.1217,0.0000,0.0000
01/29/2023 10:02:00,0.0069,0.0000,0.0000,0.0000,0.1110,0.0000,0.0000
01/29/2023 10:03:00,0.0070,0.0000,0.0000,0.0000,0.0941,0.0000,0.0000
01/29/2023 10:04:00,0.0071,0.0000,0.0001,0.0000,0.0929,0.0000,0.0000
01/29/2023 10:05:00,0.0069,0.0000,0.0000,0.0000,0.0930,0.0000,0.0000
01/29/2023 10:06:00,0.0071,0.0000,0.0000,0.0000,0.0431,0.0000,0.0000
01/29/2023 10:07:00,0.0070,0.0000,0.0000,0.0000,0.0323,0.0000,0.0000
01/29/2023 10:08:00,0.0070,0.0000,0.0000,0.0000,0.0317,0.0000,0.0000
01/29/2023 10:09:00,0.0068,0.0000,0.0000,0.0000,0.0319,0.0000,0.0000
01/29/2023 10:10:00,0.0071,0.0000,0.0000,0.0000,0.0318,0.0000,0.0000
01/29/2023 10:11:00,0.0068,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 10:12:00,0.0070,0.0000,0.0000,0.0000,0.1281,0.0000,0.0000
01/29/2023 10:13:00,0.0069,0.0000,0.0000,0.0000,0.1312,0.0000,0.0000
01/29/2023 10:14:00,0.0067,0.0000,0.0000,0.0000,0.1286,0.0000,0.0000
01/29/2023 10:15:00,0.0067,0.0000,0.0000,0.0000,0.1309,0.0000,0.0000
01/29/2023 10:16:00,0.0069,0.0000,0.0000,0.0000,0.1281,0.0000,0.0000
01/29/2023 10:17:00,0.0070,0.0000,0.0000,0.0000,0.1272,0.0000,0.0000
01/29/2023 10:18:00,0.0069,0.0000,0.0000,0.0000,0.1264,0.0000,0.0000
01/29/2023 10:19:00,0.0067,0.0000,0.0000,0.0000,0.1258,0.0000,0.0000
01/29/2023 10:20:00,0.0069,0.0000,0.0000,0.0000,0.1253,0.0000,0.0000
01/29/2023 10:21:00,0.0069,0.0000,0.0000,0.0000,0.1250,0.0000,0.0000
01/29/2023 10:22:00,0.0068,0.0000,0.0000,0.0000,0.1243,0.0000,0.0000
01/29/2023 10:23:00,0.0068,0.0000,0.0000,0.0000,0.1242,0.0000,0.0000
01/29/2023 10:24:00,0.0068,0.0000,0.0000,0.0000,0.1239,0.0000,0.0000
01/29/2023 10:25:00,0.0068,0.0000,0.0000,0.0000,0.1239,0.0000,0.0000
01/29/2023 10:26:00,0.0070,0.0000,0.0000,0.0001,0.0349,0.0000,0.0000
01/29/2023 10:27:00,0.0070,0.0000,0.0001,0.0000,0.0306,0.0000,0.0000
01/29/2023 10:28:00,0.0070,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 10:29:00,0.0070,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 10:30:00,0.0070,0.0000,0.0000,0.0000,0.0310,0.0000,0.0000
01/29/2023 10:31:00,0.0069,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 10:32:00,0.0069,0.0000,0.0000,0.0001,0.0303,0.0000,0.0000
01/29/2023 10:33:00,0.0071,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 10:34:00,0.0070,0.0000,0.0000,0.0000,0.0309,0.0000,0.0000
01/29/2023 10:35:00,0.0070,0.0000,0.0000,0.0000,0.0311,0.0000,0.0000
01/29/2023 10:36:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 10:37:00,0.0067,0.0000,0.0000,0.0000,0.0308,0.0000,0.0000
01/29/2023 10:38:00,0.0070,0.0000,0.0000,0.0001,0.0304,0.0000,0.0000
01/29/2023 10:39:00,0.0069,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 10:40:00,0.0071,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 10:41:00,0.0070,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 10:42:00,0.0071,0.0000,0.0000,0.0000,0.0301,0.0000,0.0000
01/29/2023 10:43:00,0.0070,0.0000,0.0000,0.0000,0.0302,0.0000,0.0000
01/29/2023 10:44:00,0.0070,0.0000,0.0000,0.0000,0.1453,0.0000,0.0000
01/29/2023 10:45:00,0.0069,0.0000,0.0000,0.0000,0.1304,0.0000,0.0000
01/29/2023 10:46:00,0.0070,0.0000,0.0000,0.0000,0.1295,0.0000,0.0000
01/29/2023 10:47:00,0.0070,0.0000,0.0000,0.0000,0.1286,0.0000,0.0000
01/29/2023 10:48:00,0.0070,0.0000,0.0000,0.0000,0.1278,0.0000,0.0000
01/29/2023 10:49:00,0.0069,0.0000,0.0000,0.0000,0.1266,0.0000,0.0000
01/29/2023 10:50:00,0.0069,0.0000,0.0000,0.0000,0.1257,0.0000,0.0000
01/29/2023 10:51:00,0.0070,0.0000,0.0000,0.0000,0.1252,0.0000,0.0000
01/29/2023 10:52:00,0.0068,0.0000,0.0000,0.0000,0.1251,0.0000,0.0000
01/29/2023 10:53:00,0.0069,0.0000,0.0000,0.0000,0.1242,0.0000,0.0000
01/29/2023 10:54:00,0.0069,0.0000,0.0000,0.0000,0.1242,0.0000,0.0000
01/29/2023 10:55:00,0.0066,0.0000,0.0001,0.0000,0.1238,0.0000,0.0000
01/29/2023 10:56:00,0.0068,0.0000,0.0000,0.0000,0.1235,0.0000,0.0000
01/29/2023 10:57:00,0.0069,0.0000,0.0000,0.0000,0.0811,0.0000,0.0000
01/29/2023 10:58:00,0.0072,0.0000,0.0002,0.0000,0.0306,0.0000,0.0000
01/29/2023 10:59:00,0.0070,0.0000,0.0000,0.0000,0.0320,0.0000,0.0000
01/29/2023 11:00:00,0.0069,0.0000,0.0000,0.0000,0.0315,0.0000,0.0000
01/29/2023 11:01:00,0.0071,0.0000,0.0000,0.0001,0.0304,0.0000,0.0000
01/29/2023 11:02:00,0.0072,0.0000,0.0001,0.1449,0.0309,0.0000,0.0000
01/29/2023 11:03:00,0.0073,0.0000,0.0000,0.1285,0.0306,0.0000,0.0000
01/29/2023 11:04:00,0.0073,0.0000,0.0000,0.1294,0.0307,0.0000,0.0000
01/29/2023 11:05:00,0.0072,0.0000,0.0000,0.1300,0.0306,0.0000,0.0000
01/29/2023 11:06:00,0.0073,0.0000,0.0001,0.1283,0.0305,0.0000,0.0000
01/29/2023 11:07:00,0.0071,0.0000,0.0001,0.1282,0.0310,0.0000,0.0000
01/29/2023 11:08:00,0.0072,0.0000,0.0000,0.1277,0.0311,0.0000,0.0000
01/29/2023 11:09:00,0.0073,0.0000,0.0000,0.1269,0.0305,0.0000,0.0000
01/29/2023 11:10:00,0.0073,0.0000,0.0000,0.1267,0.0305,0.0000,0.0000
01/29/2023 11:11:00,0.0073,0.0000,0.0000,0.1267,0.0305,0.0000,0.0000
01/29/2023 11:12:00,0.0073,0.0000,0.0000,0.1264,0.0304,0.0000,0.0000
01/29/2023 11:13:00,0.0072,0.0000,0.0000,0.1261,0.0307,0.0000,0.0000
01/29/2023 11:14:00,0.0072,0.0000,0.0000,0.1257,0.0305,0.0000,0.0000
01/29/2023 11:15:00,0.0072,0.0000,0.0001,0.1254,0.0906,0.0000,0.0000
01/29/2023 11:16:00,0.0072,0.0000,0.0000,0.1253,0.1338,0.0000,0.0000
01/29/2023 11:17:00,0.0070,0.0000,0.0000,0.1247,0.1288,0.0000,0.0000
01/29/2023 11:18:00,0.0072,0.0000,0.0000,0.1248,0.1295,0.0000,0.0000
01/29/2023 11:19:00,0.0070,0.0000,0.0000,0.1243,0.1292,0.0000,0.0000
01/29/2023 11:20:00,0.0071,0.0000,0.0000,0.1241,0.1276,0.0000,0.0000
01/29/2023 11:21:00,0.0071,0.0000,0.0001,0.1238,0.1261,0.0000,0.0000
01/29/2023 11:22:00,0.0071,0.0000,0.0000,0.1239,0.1261,0.0000,0.0000
01/29/2023 11:23:00,0.0073,0.0000,0.0000,0.1236,0.1251,0.0000,0.0000
01/29/2023 11:24:00,0.0072,0.0000,0.0000,0.1236,0.1246,0.0000,0.0000
01/29/2023 11:25:00,0.0070,0.0000,0.0000,0.1231,0.1244,0.0000,0.0000
01/29/2023 11:26:00,0.0071,0.0000,0.0000,0.1228,0.1239,0.0000,0.0000
01/29/2023 11:27:00,0.0070,0.0000,0.0000,0.1228,0.1237,0.0000,0.0000
01/29/2023 11:28:00,0.0071,0.0000,0.0000,0.1225,0.1235,0.0000,0.0000
01/29/2023 11:29:00,0.0070,0.0000,0.0000,0.1226,0.0381,0.0000,0.0000
01/29/2023 11:30:00,0.0073,0.0000,0.0000,0.1225,0.0315,0.0000,0.0000
01/29/2023 11:31:00,0.0073,0.0000,0.0000,0.1222,0.0301,0.0000,0.0000
01/29/2023 11:32:00,0.0073,0.0000,0.0000,0.1218,0.0300,0.0000,0.0000
01/29/2023 11:33:00,0.0072,0.0000,0.0000,0.1220,0.0304,0.0000,0.0000
01/29/2023 11:34:00,0.0073,0.0000,0.0000,0.1219,0.0303,0.0000,0.0000
01/29/2023 11:35:00,0.0073,0.0000,0.0000,0.1215,0.0303,0.0000,0.0000
01/29/2023 11:36:00,0.0072,0.0000,0.0000,0.1214,0.0303,0.0000,0.0000
01/29/2023 11:37:00,0.0074,0.0000,0.0000,0.1216,0.0305,0.0000,0.0000
01/29/2023 11:38:00,0.0072,0.0000,0.0000,0.1211,0.0305,0.0000,0.0000
01/29/2023 11:39:00,0.0073,0.0000,0.0000,0.1211,0.0305,0.0000,0.0000
01/29/2023 11:40:00,0.0073,0.0000,0.0000,0.1211,0.0304,0.0000,0.0000
01/29/2023 11:41:00,0.0074,0.0000,0.0000,0.1206,0.0310,0.0000,0.0000
01/29/2023 11:42:00,0.0072,0.0000,0.0000,0.1208,0.0300,0.0000,0.0000
01/29/2023 11:43:00,0.0073,0.0000,0.0000,0.1207,0.0305,0.0000,0.0000
01/29/2023 11:44:00,0.0075,0.0000,0.0000,0.1203,0.0302,0.0000,0.0000
01/29/2023 11:45:00,0.0072,0.0000,0.0001,0.1201,0.0308,0.0000,0.0000
01/29/2023 11:46:00,0.0073,0.0000,0.0000,0.1200,0.0304,0.0000,0.0000
01/29/2023 11:47:00,0.0070,0.0000,0.0000,0.1202,0.1397,0.0000,0.0000
01/29/2023 11:48:00,0.0072,0.0000,0.0000,0.1202,0.1299,0.0000,0.0000
01/29/2023 11:49:00,0.0071,0.0000,0.0000,0.0903,0.1287,0.0000,0.0000
01/29/2023 11:50:00,0.0068,0.0000,0.0000,0.0000,0.1284,0.0000,0.0000
01/29/2023 11:51:00,0.0069,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000
01/29/2023 11:52:00,0.0069,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/29/2023 11:53:00,0.0067,0.0000,0.0000,0.0000,0.1259,0.0000,0.0000
01/29/2023 11:54:00,0.0070,0.0000,0.0000,0.0001,0.1248,0.0000,0.0000
01/29/2023 11:55:00,0.0068,0.0000,0.0000,0.0000,0.1242,0.0000,0.0000
01/29/2023 11:56:00,0.0066,0.0000,0.0001,0.0000,0.1245,0.0000,0.0000
01/29/2023 11:57:00,0.0067,0.0000,0.0000,0.0000,0.1241,0.0000,0.0000
01/29/2023 11:58:00,0.0069,0.0000,0.0000,0.0000,0.1236,0.0000,0.0000
01/29/2023 11:59:00,0.0067,0.0000,0.0001,0.0000,0.1254,0.0000,0.0000
01/29/2023 12:00:00,0.0068,0.0000,0.0000,0.0000,0.1188,0.0000,0.0000
01/29/2023 12:01:00,0.0070,0.0000,0.0000,0.0000,0.0301,0.0000,0.0000
01/29/2023 12:02:00,0.0071,0.0000,0.0000,0.0000,0.0309,0.0000,0.0000
01/29/2023 12:03:00,0.0071,0.0000,0.0000,0.0000,0.0311,0.0000,0.0000
01/29/2023 12:04:00,0.0070,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:05:00,0.0068,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 12:06:00,0.0070,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:07:00,0.0071,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000
01/29/2023 12:08:00,0.0069,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 12:09:00,0.0070,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 12:10:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 12:11:00,0.0070,0.0000,0.0001,0.0000,0.0303,0.0000,0.0000
01/29/2023 12:12:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 12:13:00,0.0071,0.0000,0.0000,0.0000,0.0309,0.0000,0.0000
01/29/2023 12:14:00,0.0071,0.0000,0.0000,0.0000,0.0308,0.0000,0.0000
01/29/2023 12:15:00,0.0070,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000
01/29/2023 12:16:00,0.0068,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:17:00,0.0070,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 12:18:00,0.0070,0.0000,0.0000,0.0000,0.0512,0.0000,0.0000
01/29/2023 12:19:00,0.0069,0.0000,0.0000,0.0000,0.1396,0.0000,0.0000
01/29/2023 12:20:00,0.0069,0.0000,0.0000,0.0001,0.1293,0.0000,0.0000
01/29/2023 12:21:00,0.0069,0.0000,0.0000,0.0000,0.1290,0.0000,0.0000
01/29/2023 12:22:00,0.0068,0.0000,0.0000,0.0001,0.1287,0.0000,0.0000
01/29/2023 12:23:00,0.0067,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/29/2023 12:24:00,0.0070,0.0000,0.0001,0.0000,0.1263,0.0000,0.0000
01/29/2023 12:25:00,0.0068,0.0000,0.0000,0.0000,0.1258,0.0000,0.0000
01/29/2023 12:26:00,0.0067,0.0000,0.0000,0.0001,0.1248,0.0000,0.0000
01/29/2023 12:27:00,0.0068,0.0000,0.0000,0.0000,0.1241,0.0000,0.0000
01/29/2023 12:28:00,0.0069,0.0000,0.0001,0.0000,0.1241,0.0000,0.0000
01/29/2023 12:29:00,0.0069,0.0000,0.0000,0.0000,0.1239,0.0000,0.0000
01/29/2023 12:30:00,0.0069,0.0000,0.0000,0.0000,0.1241,0.0000,0.0000
01/29/2023 12:31:00,0.0067,0.0000,0.0000,0.0001,0.1232,0.0000,0.0000
01/29/2023 12:32:00,0.0071,0.0000,0.0000,0.0000,0.0574,0.0000,0.0000
01/29/2023 12:33:00,0.0068,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 12:34:00,0.0070,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000
01/29/2023 12:35:00,0.0070,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 12:36:00,0.0071,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 12:37:00,0.0070,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:38:00,0.0071,0.0000,0.0002,0.0000,0.0300,0.0000,0.0000
01/29/2023 12:39:00,0.0069,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:40:00,0.0070,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 12:41:00,0.0069,0.0000,0.0000,0.0000,0.0302,0.0000,0.0000
01/29/2023 12:42:00,0.0069,0.0000,0.0000,0.0000,0.0302,0.0000,0.0000
01/29/2023 12:43:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 12:44:00,0.0071,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000
01/29/2023 12:45:00,0.0068,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000
01/29/2023 12:46:00,0.0071,0.0000,0.0001,0.0000,0.0304,0.0000,0.0000
01/29/2023 12:47:00,0.0071,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:48:00,0.0069,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 12:49:00,0.0069,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000
01/29/2023 12:50:00,0.0070,0.0000,0.0001,0.0000,0.1350,0.0000,0.0000
01/29/2023 12:51:00,0.0066,0.0000,0.0000,0.0000,0.1305,0.0000,0.0000
01/29/2023 12:52:00,0.0069,0.0000,0.0000,0.0000,0.1284,0.0000,0.0000
01/29/2023 12:53:00,0.0069,0.0000,0.0000,0.0000,0.1283,0.0000,0.0000
01/29/2023 12:54:00,0.0069,0.0000,0.0000,0.0000,0.1274,0.0000,0.0000
01/29/2023 12:55:00,0.0069,0.0000,0.0000,0.0000,0.1264,0.0000,0.0000
01/29/2023 12:56:00,0.0067,0.0000,0.0000,0.0000,0.1256,0.0000,0.0000
01/29/2023 12:57:00,0.0067,0.0000,0.0000,0.0000,0.1253,0.0000,0.0000
01/29/2023 12:58:00,0.0068,0.0000,0.0000,0.0000,0.1253,0.0000,0.0000
01/29/2023 12:59:00,0.0071,0.0000,0.0000,0.0000,0.1238,0.0000,0.0000
01/29/2023 13:00:00,0.0069,0.0000,0.0000,0.0000,0.1251,0.0000,0.0000
01/29/2023 13:01:00,0.0067,0.0000,0.0000,0.0000,0.1236,0.0000,0.0000
01/29/2023 13:02:00,0.0069,0.0000,0.0000,0.0000,0.1245,0.0000,0.0000
01/29/2023 13:03:00,0.0068,0.0000,0.0000,0.0000,0.0746,0.0000,0.0000
01/29/2023 13:04:00,0.0069,0.0000,0.0000,0.0000,0.0301,0.0000,0.0000
01/29/2023 13:05:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 13:06:00,0.0071,0.0000,0.0001,0.0000,0.0305,0.0000,0.0000
01/29/2023 13:07:00,0.0069,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 13:08:00,0.0070,0.0000,0.0000,0.0000,0.0310,0.0000,0.0000
01/29/2023 13:09:00,0.0072,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 13:10:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 13:11:00,0.0071,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 13:12:00,0.0069,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 13:13:00,0.0071,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000
01/29/2023 13:14:00,0.0070,0.0000,0.0000,0.0000,0.0305,0.0000,0.0000
01/29/2023 13:15:00,0.0071,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 13:16:00,0.0070,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000
01/29/2023 13:17:00,0.0070,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 13:18:00,0.0071,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000
01/29/2023 13:19:00,0.0071,0.0000,0.0000,0.0000,0.0308,0.0000,0.0000
01/29/2023 13:20:00,0.0068,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 13:21:00,0.0068,0.0000,0.0000,0.0000,0.1140,0.0000,0.0000
01/29/2023 13:22:00,0.0068,0.0000,0.0001,0.0000,0.1313,0.0000,0.0000
01/29/2023 13:23:00,0.0069,0.0000,0.0000,0.0000,0.1281,0.0000,0.0000
01/29/2023 13:24:00,0.0068,0.0000,0.0000,0.0000,0.1288,0.0000,0.0000
01/29/2023 13:25:00,0.0069,0.0000,0.0000,0.0000,0.1272,0.0000,0.0000
01/29/2023 13:26:00,0.0069,0.0000,0.0000,0.0000,0.1263,0.0000,0.0000
01/29/2023 13:27:00,0.0068,0.0000,0.0000,0.0000,0.1255,0.0000,0.0000
01/29/2023 13:28:00,0.0069,0.0000,0.0000,0.0000,0.1252,0.0000,0.0000
01/29/2023 13:29:00,0.0068,0.0000,0.0000,0.0000,0.1248,0.0000,0.0000
01/29/2023 13:30:00,0.0069,0.0000,0.0000,0.0000,0.1245,0.0000,0.0000
01/29/2023 13:31:00,0.0069,0.0000,0.0000,0.0000,0.1242,0.0000,0.0000
01/29/2023 13:32:00,0.0069,0.0000,0.0001,0.0000,0.1235,0.0000,0.0000
01/29/2023 13:33:00,0.0069,0.0000,0.0000,0.0000,0.1235,0.0000,0.0000
01/29/2023 13:34:00,0.0069,0.0000,0.0000,0.0000,0.0570,0.0000,0.0000
01/29/2023 13:35:00,0.0070,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000
01/29/2023 13:36:00,0.0069,0.0000,0.0000,0.0000,0.0301,0.0000,0.0000
01/29/2023 13:37:00,0.0069,0.0000,0.0001,0.0000,0.0307,0.0000,0.0000
01/29/2023 13:38:00,0.0070,0.0000,0.0000,0.0000,0.0303,0.0000,0.0000
01/29/2023 13:39:00,0.0070,0.0000,0.0000,0.0000,0.0302,0.0000,0.0000
01/29/2023 13:40:00,0.0074,0.0000,0.0000,0.1731,0.0302,0.0000,0.0000
01/29/2023 13:41:00,0.0080,0.0000,0.0000,0.4574,0.0310,0.0000,0.0000
01/29/2023 13:42:00,0.0080,0.0000,0.0000,0.4472,0.0300,0.0000,0.0000
01/29/2023 13:43:00,0.0078,0.0000,0.0000,0.4423,0.0303,0.0000,0.0000
01/29/2023 13:44:00,0.0079,0.0000,0.0000,0.4406,0.0304,0.0000,0.0000
01/29/2023 13:45:00,0.0079,0.0000,0.0001,0.4401,0.0302,0.0000,0.0000
01/29/2023 13:46:00,0.0081,0.0000,0.0000,0.4399,0.0306,0.0000,0.0000
01/29/2023 13:47:00,0.0078,0.0000,0.0001,0.4396,0.0309,0.0000,0.0000
01/29/2023 13:48:00,0.0078,0.0000,0.0001,0.4395,0.0302,0.0000,0.0000
01/29/2023 13:49:00,0.0078,0.0000,0.0001,0.4395,0.0302,0.0000,0.0000
01/29/2023 13:50:00,0.0079,0.0000,0.0000,0.4399,0.0305,0.0000,0.0000
01/29/2023 13:51:00,0.0079,0.0000,0.0000,0.4414,0.0313,0.0000,0.0000
01/29/2023 13:52:00,0.0077,0.0000,0.0000,0.4399,0.1284,0.0000,0.0000
01/29/2023 13:53:00,0.0076,0.0000,0.0003,0.4388,0.1299,0.0000,0.0000
01/29/2023 13:54:00,0.0076,0.0000,0.0000,0.3585,0.1332,0.0000,0.0000
01/29/2023 13:55:00,0.0066,0.0000,0.0000,0.0000,0.1286,0.0000,0.0000
01/29/2023 13:56:00,0.0069,0.0000,0.0000,0.0001,0.1276,0.0000,0.0000
01/29/2023 13:57:00,0.0070,0.0000,0.0000,0.0000,0.1263,0.0000,0.0000
